       21       21       21
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
  -0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000
