      121       21       45
   1.00000
  30.00000  45.09714  59.24625  71.70700  82.05290  90.16284  96.14450
 100.24119 102.75322 103.98433 104.21130 103.67082 102.55680 101.02358
  99.19145  97.15277  94.97772  92.71917  90.41675  88.10000  85.79085
  83.50552  81.25594  79.05083  76.89646  74.79734  72.75656  70.77619
  68.85754  67.00126  65.20759  63.47636  61.80716  60.19935  58.65209
  57.16444  55.73532  54.36360  53.04805  51.78739  50.58032  49.42548
  48.32151  47.26702  46.26061  45.30087  44.38639  43.51577  42.68759
  41.90047  41.15301  40.44383  39.77156  39.13486  38.53238  37.96281
  37.42485  36.91721  36.43865  35.98792  35.56380  35.16513  34.79073
  34.43947  34.11025  33.80199  33.51364  33.24419  32.99265  32.75808
  32.53954  32.33615  32.14706  31.97143  31.80848  31.65744  31.51760
  31.38824  31.26872  31.15839  31.05666  30.96295  30.87672  30.79745
  30.72465  30.65787  30.59668  30.54065  30.48942  30.44261  30.39988
  30.36093  30.32545  30.29316  30.26381  30.23715  30.21296  30.19103
  30.17116  30.15318  30.13692  30.12222  30.10894  30.09695  30.08613
  30.07636  30.06753  30.05956  30.05235  30.04582  30.03989  30.03449
  30.02955  30.02502  30.02083  30.01693  30.01327  30.00979  30.00645
  30.00320  30.00000  30.00000  45.57375  60.09559  72.77212  83.18105
  91.23955  97.10186 101.05059 103.41285 104.50751 104.61797 103.98219
 102.79253 101.20055  99.32347  97.25080  95.05024  92.77269  90.45616
  88.12898  85.81214  83.52115  81.26741  79.05923  76.90262  74.80185
  72.75986  70.77862  68.85931  67.00256  65.20854  63.47706  61.80767
  60.19972  58.65236  57.16463  55.73547  54.36371  53.04812  51.78745
  50.58036  49.42551  48.32153  47.26704  46.26062  45.30088  44.38640
  43.51577  42.68760  41.90047  41.15301  40.44383  39.77156  39.13486
  38.53238  37.96281  37.42485  36.91721  36.43865  35.98791  35.56380
  35.16513  34.79073  34.43947  34.11025  33.80199  33.51364  33.24419
  32.99265  32.75808  32.53954  32.33615  32.14706  31.97143  31.80848
  31.65744  31.51760  31.38824  31.26872  31.15839  31.05666  30.96295
  30.87672  30.79745  30.72465  30.65787  30.59668  30.54065  30.48942
  30.44261  30.39988  30.36093  30.32545  30.29316  30.26381  30.23715
