       21       21       21
   2.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000   1.00000
