      121       21       45
   1.00000
  30.00000  38.68537  46.52429  52.87450  57.40079  60.06360  61.04003
  60.62892  59.17115  56.99568  54.38958  51.58577  48.76185  46.04509
  43.52009  41.23703  39.21960  37.47193  35.98444  34.73858  33.71050
  32.87395  32.20224  31.66976  31.25285  30.93034  30.68377  30.49745
  30.35823  30.25538  30.18024  30.12594  30.08712  30.05967  30.04047
  30.02717  30.01807  30.01190  30.00776  30.00501  30.00321  30.00203
  30.00127  30.00079  30.00049  30.00030  30.00018  30.00011  30.00006
  30.00004  30.00002  30.00001  30.00001  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  39.16100  47.37171  53.93680  58.52530
  61.13595  61.99244  61.43290  59.82501  57.51287  54.79018  51.89110
  48.99168  46.21639  43.64673  41.33002  39.28748  37.52122  36.02006
  34.76419  33.72883  32.88700  32.21149  31.67628  31.25742  30.93352
  30.68598  30.49897  30.35927  30.25609  30.18072  30.12626  30.08733
  30.05981  30.04056  30.02723  30.01811  30.01192  30.00778  30.00502
  30.00321  30.00204  30.00128  30.00079  30.00049  30.00030  30.00018
  30.00011  30.00006  30.00004  30.00002  30.00001  30.00001  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000  30.00000
  30.00000  30.00000  30.00000  30.00000  30.00000  40.69186  50.07111
  57.27673  62.01369  64.42136  64.87876  63.84718  61.77382  59.04511
  55.97133  52.78803  49.66487  46.71701  44.01622  41.60100  39.48511
  37.66462  36.12361  34.83862  33.78207  32.92490  32.23834  31.69520
  31.27068  30.94277  30.69239  30.50338  30.36229  30.25814  30.18210
  30.12719  30.08795  30.06022  30.04083  30.02741  30.01822  30.01200
